"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 28 06:58:56 GMT 2023","Sun May 28 06:58:56 GMT 2023","178","Opencart App Test Regression Suite","Accounts Page Test_chrome","com.qa.opencart.tests.AccountsPageTest","com.qa.opencart.tests.AccountsPageTest","accPageHeadersCountTest","accPageHeadersCountTest",""
"failed","Sun May 28 06:59:19 GMT 2023","Sun May 28 06:59:23 GMT 2023","3155","Opencart App Test Regression Suite","Product Info Page Test_chrome","com.qa.opencart.tests.ProductPageInfoTest","com.qa.opencart.tests.ProductPageInfoTest","productInfoTest","productInfoTest",""
"passed","Sun May 28 06:58:57 GMT 2023","Sun May 28 06:58:57 GMT 2023","22","Opencart App Test Regression Suite","Accounts Page Test_chrome","com.qa.opencart.tests.AccountsPageTest","com.qa.opencart.tests.AccountsPageTest","accPageURLTest","accPageURLTest",""
"passed","Sun May 28 06:58:57 GMT 2023","Sun May 28 06:58:57 GMT 2023","16","Opencart App Test Regression Suite","Accounts Page Test_chrome","com.qa.opencart.tests.AccountsPageTest","com.qa.opencart.tests.AccountsPageTest","accPageTitleTest","accPageTitleTest",""
"passed","Sun May 28 06:59:14 GMT 2023","Sun May 28 06:59:22 GMT 2023","8224","Opencart App Test Regression Suite","Register Page Test_chrome","com.qa.opencart.tests.RegisterPageTest","com.qa.opencart.tests.RegisterPageTest","userRegTest","userRegTest",""
"failed","Sun May 28 06:58:56 GMT 2023","Sun May 28 06:59:03 GMT 2023","7176","Opencart App Test Regression Suite","Product Info Page Test_chrome","com.qa.opencart.tests.ProductPageInfoTest","com.qa.opencart.tests.ProductPageInfoTest","addtToCartTest","addtToCartTest",""
"passed","Sun May 28 06:58:57 GMT 2023","Sun May 28 06:58:59 GMT 2023","2415","Opencart App Test Regression Suite","Accounts Page Test_chrome","com.qa.opencart.tests.AccountsPageTest","com.qa.opencart.tests.AccountsPageTest","searchProductCountTest","searchProductCountTest",""
"passed","Sun May 28 06:59:11 GMT 2023","Sun May 28 06:59:13 GMT 2023","2231","Opencart App Test Regression Suite","Product Info Page Test_chrome","com.qa.opencart.tests.ProductPageInfoTest","com.qa.opencart.tests.ProductPageInfoTest","productImagesCountTest","productImagesCountTest",""
"passed","Sun May 28 06:59:17 GMT 2023","Sun May 28 06:59:19 GMT 2023","2865","Opencart App Test Regression Suite","Product Info Page Test_chrome","com.qa.opencart.tests.ProductPageInfoTest","com.qa.opencart.tests.ProductPageInfoTest","productImagesCountTest","productImagesCountTest",""
"passed","Sun May 28 06:59:00 GMT 2023","Sun May 28 06:59:03 GMT 2023","2545","Opencart App Test Regression Suite","Login Page Test_chrome","com.qa.opencart.tests.LoginPageTest","com.qa.opencart.tests.LoginPageTest","loginTest","loginTest","....checking user is able to login to app with correct username and password...."
"passed","Sun May 28 06:58:57 GMT 2023","Sun May 28 06:58:57 GMT 2023","125","Opencart App Test Regression Suite","Accounts Page Test_chrome","com.qa.opencart.tests.AccountsPageTest","com.qa.opencart.tests.AccountsPageTest","accPageHeadersValueTest","accPageHeadersValueTest",""
"passed","Sun May 28 06:59:00 GMT 2023","Sun May 28 06:59:00 GMT 2023","26","Opencart App Test Regression Suite","Login Page Test_chrome","com.qa.opencart.tests.LoginPageTest","com.qa.opencart.tests.LoginPageTest","loginPageURLTest","loginPageURLTest","....checking the url of the page.... tester: Naveen"
